 0.00747297 0.458522 0.64357 0.258781 0.772244
 0.00597013 0.309754 0.382969 0.147551 0.456335
 0.000886754 0.180854 0.299882 0.102757 0.462588
 3.05512e-05 0.09927 0.319458 0.0931206 0.908549
 0.0171381 1.06037 1.21127 0.294672 0.43281
 0.0193567 0.612853 1.0862 0.32093 0.133399
 0.0193814 0.485995 1.07146 0.360889 0.0962047
 0.0191707 0.557819 1.09226 0.375873 0.163148
 0.0212316 0.706447 0.994618 0.316876 0.289848
 0.0218413 0.728597 0.807862 0.233338 0.300786
 0.0150761 0.593036 0.704178 0.199141 0.243714
 0.00773863 0.475947 0.756158 0.236224 0.284362
 0.00573084 0.46095 0.897529 0.33263 0.484012
 0.0103162 0.530066 0.936286 0.398527 0.655416
 0.0305911 0.61485 0.821046 0.361663 0.497214
 0.0518132 0.645738 0.747891 0.311836 0.328423
 0.0284084 0.63051 0.846169 0.329754 0.367776
 0.0095249 0.607545 1.0363 0.396755 0.682166
 0.00585282 0.563629 0.98415 0.387854 1.02042
 0.00747297 0.458522 0.64357 0.258781 0.772244
 0.00597013 0.309754 0.382969 0.147551 0.456335
 0.000886754 0.180854 0.299882 0.102757 0.462588
 3.05512e-05 0.09927 0.319458 0.0931206 0.908549
 0.0171381 1.06037 1.21127 0.294672 0.43281
 0.0193567 0.612853 1.0862 0.32093 0.133399
 0.0193814 0.485995 1.07146 0.360889 0.0962047
 0.0191707 0.557819 1.09226 0.375873 0.163148
 0.0212316 0.706447 0.994618 0.316876 0.289848
 0.0218413 0.728597 0.807862 0.233338 0.300786
 0.0150761 0.593036 0.704178 0.199141 0.243714
 0.00773863 0.475947 0.756158 0.236224 0.284362
 0.00573084 0.46095 0.897529 0.33263 0.484012
 0.0103162 0.530066 0.936286 0.398527 0.655416
 0.0305911 0.61485 0.821046 0.361663 0.497214
 0.0518132 0.645738 0.747891 0.311836 0.328423
 0.0284084 0.63051 0.846169 0.329754 0.367776
 0.0095249 0.607545 1.0363 0.396755 0.682166
 0.00585282 0.563629 0.98415 0.387854 1.02042
 0.00747297 0.458522 0.64357 0.258781 0.772244
 0.00597013 0.309754 0.382969 0.147551 0.456335
 0.000886754 0.180854 0.299882 0.102757 0.462588
 3.05512e-05 0.09927 0.319458 0.0931206 0.908549
 0.0171381 1.06037 1.21127 0.294672 0.43281
 0.0193567 0.612853 1.0862 0.32093 0.133399
 0.0193814 0.485995 1.07146 0.360889 0.0962047
 0.0191707 0.557819 1.09226 0.375873 0.163148
 0.0212316 0.706447 0.994618 0.316876 0.289848
 0.0218413 0.728597 0.807862 0.233338 0.300786
 0.0150761 0.593036 0.704178 0.199141 0.243714
 0.00773863 0.475947 0.756158 0.236224 0.284362
 0.00573084 0.46095 0.897529 0.33263 0.484012
 0.0103162 0.530066 0.936286 0.398527 0.655416
 0.0305911 0.61485 0.821046 0.361663 0.497214
 0.0518132 0.645738 0.747891 0.311836 0.328423
 0.0284084 0.63051 0.846169 0.329754 0.367776
 0.0095249 0.607545 1.0363 0.396755 0.682166
 0.00585282 0.563629 0.98415 0.387854 1.02042
 0.00747297 0.458522 0.64357 0.258781 0.772244
 0.00597013 0.309754 0.382969 0.147551 0.456335
 0.000886754 0.180854 0.299882 0.102757 0.462588
 3.05512e-05 0.09927 0.319458 0.0931206 0.908549
 0.0171381 1.06037 1.21127 0.294672 0.43281
 0.0193567 0.612853 1.0862 0.32093 0.133399
 0.0193814 0.485995 1.07146 0.360889 0.0962047
 0.0191707 0.557819 1.09226 0.375873 0.163148
 0.0212316 0.706447 0.994618 0.316876 0.289848
 0.0218413 0.728597 0.807862 0.233338 0.300786
 0.0150761 0.593036 0.704178 0.199141 0.243714
 0.00773863 0.475947 0.756158 0.236224 0.284362
 0.00573084 0.46095 0.897529 0.33263 0.484012
 0.0103162 0.530066 0.936286 0.398527 0.655416
 0.0305911 0.61485 0.821046 0.361663 0.497214
 0.0518132 0.645738 0.747891 0.311836 0.328423
 0.0284084 0.63051 0.846169 0.329754 0.367776
 0.0095249 0.607545 1.0363 0.396755 0.682166
 0.00585282 0.563629 0.98415 0.387854 1.02042
 0.00747297 0.458522 0.64357 0.258781 0.772244
 0.00597013 0.309754 0.382969 0.147551 0.456335
 0.000886754 0.180854 0.299882 0.102757 0.462588
 3.05512e-05 0.09927 0.319458 0.0931206 0.908549
 0.0171381 1.06037 1.21127 0.294672 0.43281
 0.0193567 0.612853 1.0862 0.32093 0.133399
 0.0193814 0.485995 1.07146 0.360889 0.0962047
 0.0191707 0.557819 1.09226 0.375873 0.163148
 0.0212316 0.706447 0.994618 0.316876 0.289848
 0.0218413 0.728597 0.807862 0.233338 0.300786
 0.0150761 0.593036 0.704178 0.199141 0.243714
 0.00773863 0.475947 0.756158 0.236224 0.284362
 0.00573084 0.46095 0.897529 0.33263 0.484012
 0.0103162 0.530066 0.936286 0.398527 0.655416
 0.0305911 0.61485 0.821046 0.361663 0.497214
 0.0518132 0.645738 0.747891 0.311836 0.328423
 0.0284084 0.63051 0.846169 0.329754 0.367776
 0.0095249 0.607545 1.0363 0.396755 0.682166
 0.00585282 0.563629 0.98415 0.387854 1.02042
 0.00747297 0.458522 0.64357 0.258781 0.772244
 0.00597013 0.309754 0.382969 0.147551 0.456335
 0.000886754 0.180854 0.299882 0.102757 0.462588
 3.05512e-05 0.09927 0.319458 0.0931206 0.908549
 0.0171381 1.06037 1.21127 0.294672 0.43281
 0.0193567 0.612853 1.0862 0.32093 0.133399
 0.0193814 0.485995 1.07146 0.360889 0.0962047
 0.0191707 0.557819 1.09226 0.375873 0.163148
 0.0212316 0.706447 0.994618 0.316876 0.289848
 0.0218413 0.728597 0.807862 0.233338 0.300786
 0.0150761 0.593036 0.704178 0.199141 0.243714
 0.00773863 0.475947 0.756158 0.236224 0.284362
 0.00573084 0.46095 0.897529 0.33263 0.484012
 0.0103162 0.530066 0.936286 0.398527 0.655416
 0.0305911 0.61485 0.821046 0.361663 0.497214
 0.0518132 0.645738 0.747891 0.311836 0.328423
 0.0284084 0.63051 0.846169 0.329754 0.367776
 0.0095249 0.607545 1.0363 0.396755 0.682166
 0.00585282 0.563629 0.98415 0.387854 1.02042
 0.00747297 0.458522 0.64357 0.258781 0.772244
 0.00597013 0.309754 0.382969 0.147551 0.456335
 0.000886754 0.180854 0.299882 0.102757 0.462588
 3.05512e-05 0.09927 0.319458 0.0931206 0.908549
 0.0171381 1.06037 1.21127 0.294672 0.43281
 0.0193567 0.612853 1.0862 0.32093 0.133399
 0.0193814 0.485995 1.07146 0.360889 0.0962047
 0.0191707 0.557819 1.09226 0.375873 0.163148
 0.0212316 0.706447 0.994618 0.316876 0.289848
 0.0218413 0.728597 0.807862 0.233338 0.300786
 0.0150761 0.593036 0.704178 0.199141 0.243714
 0.00773863 0.475947 0.756158 0.236224 0.284362
 0.00573084 0.46095 0.897529 0.33263 0.484012
 0.0103162 0.530066 0.936286 0.398527 0.655416
 0.0305911 0.61485 0.821046 0.361663 0.497214
 0.0518132 0.645738 0.747891 0.311836 0.328423
 0.0284084 0.63051 0.846169 0.329754 0.367776
 0.0095249 0.607545 1.0363 0.396755 0.682166
 0.00585282 0.563629 0.98415 0.387854 1.02042
 0.00747297 0.458522 0.64357 0.258781 0.772244
 0.00597013 0.309754 0.382969 0.147551 0.456335
 0.000886754 0.180854 0.299882 0.102757 0.462588
 3.05512e-05 0.09927 0.319458 0.0931206 0.908549
 0.0171381 1.06037 1.21127 0.294672 0.43281
 0.0193567 0.612853 1.0862 0.32093 0.133399
 0.0193814 0.485995 1.07146 0.360889 0.0962047
 0.0191707 0.557819 1.09226 0.375873 0.163148
 0.0212316 0.706447 0.994618 0.316876 0.289848
 0.0218413 0.728597 0.807862 0.233338 0.300786
 0.0150761 0.593036 0.704178 0.199141 0.243714
 0.00773863 0.475947 0.756158 0.236224 0.284362
 0.00573084 0.46095 0.897529 0.33263 0.484012
 0.0103162 0.530066 0.936286 0.398527 0.655416
 0.0305911 0.61485 0.821046 0.361663 0.497214
 0.0518132 0.645738 0.747891 0.311836 0.328423
 0.0284084 0.63051 0.846169 0.329754 0.367776
 0.0095249 0.607545 1.0363 0.396755 0.682166
 0.00585282 0.563629 0.98415 0.387854 1.02042
 0.00747297 0.458522 0.64357 0.258781 0.772244
 0.00597013 0.309754 0.382969 0.147551 0.456335
 0.000886754 0.180854 0.299882 0.102757 0.462588
 3.05512e-05 0.09927 0.319458 0.0931206 0.908549
 0.0171381 1.06037 1.21127 0.294672 0.43281
 0.0193567 0.612853 1.0862 0.32093 0.133399
 0.0193814 0.485995 1.07146 0.360889 0.0962047
 0.0191707 0.557819 1.09226 0.375873 0.163148
 0.0212316 0.706447 0.994618 0.316876 0.289848
 0.0218413 0.728597 0.807862 0.233338 0.300786
 0.0150761 0.593036 0.704178 0.199141 0.243714
 0.00773863 0.475947 0.756158 0.236224 0.284362
 0.00573084 0.46095 0.897529 0.33263 0.484012
 0.0103162 0.530066 0.936286 0.398527 0.655416
 0.0305911 0.61485 0.821046 0.361663 0.497214
 0.0518132 0.645738 0.747891 0.311836 0.328423
 0.0284084 0.63051 0.846169 0.329754 0.367776
 0.0095249 0.607545 1.0363 0.396755 0.682166
 0.00585282 0.563629 0.98415 0.387854 1.02042
 0.00747297 0.458522 0.64357 0.258781 0.772244
 0.00597013 0.309754 0.382969 0.147551 0.456335
 0.000886754 0.180854 0.299882 0.102757 0.462588
 3.05512e-05 0.09927 0.319458 0.0931206 0.908549
 0.0171381 1.06037 1.21127 0.294672 0.43281
 0.0193567 0.612853 1.0862 0.32093 0.133399
 0.0193814 0.485995 1.07146 0.360889 0.0962047
 0.0191707 0.557819 1.09226 0.375873 0.163148
 0.0212316 0.706447 0.994618 0.316876 0.289848
 0.0218413 0.728597 0.807862 0.233338 0.300786
 0.0150761 0.593036 0.704178 0.199141 0.243714
 0.00773863 0.475947 0.756158 0.236224 0.284362
 0.00573084 0.46095 0.897529 0.33263 0.484012
 0.0103162 0.530066 0.936286 0.398527 0.655416
 0.0305911 0.61485 0.821046 0.361663 0.497214
 0.0518132 0.645738 0.747891 0.311836 0.328423
 0.0284084 0.63051 0.846169 0.329754 0.367776
 0.0095249 0.607545 1.0363 0.396755 0.682166
 0.00585282 0.563629 0.98415 0.387854 1.02042
 0.00747297 0.458522 0.64357 0.258781 0.772244
 0.00597013 0.309754 0.382969 0.147551 0.456335
 0.000886754 0.180854 0.299882 0.102757 0.462588
 3.05512e-05 0.09927 0.319458 0.0931206 0.908549
 0.0171381 1.06037 1.21127 0.294672 0.43281
 0.0193567 0.612853 1.0862 0.32093 0.133399
 0.0193814 0.485995 1.07146 0.360889 0.0962047
 0.0191707 0.557819 1.09226 0.375873 0.163148
 0.0212316 0.706447 0.994618 0.316876 0.289848
 0.0218413 0.728597 0.807862 0.233338 0.300786
 0.0150761 0.593036 0.704178 0.199141 0.243714
 0.00773863 0.475947 0.756158 0.236224 0.284362
 0.00573084 0.46095 0.897529 0.33263 0.484012
 0.0103162 0.530066 0.936286 0.398527 0.655416
 0.0305911 0.61485 0.821046 0.361663 0.497214
 0.0518132 0.645738 0.747891 0.311836 0.328423
 0.0284084 0.63051 0.846169 0.329754 0.367776
 0.0095249 0.607545 1.0363 0.396755 0.682166
 0.00585282 0.563629 0.98415 0.387854 1.02042
 0.00747297 0.458522 0.64357 0.258781 0.772244
 0.00597013 0.309754 0.382969 0.147551 0.456335
 0.000886754 0.180854 0.299882 0.102757 0.462588
 3.05512e-05 0.09927 0.319458 0.0931206 0.908549
 0.0171381 1.06037 1.21127 0.294672 0.43281
 0.0193567 0.612853 1.0862 0.32093 0.133399
 0.0193814 0.485995 1.07146 0.360889 0.0962047
 0.0191707 0.557819 1.09226 0.375873 0.163148
 0.0212316 0.706447 0.994618 0.316876 0.289848
 0.0218413 0.728597 0.807862 0.233338 0.300786
 0.0150761 0.593036 0.704178 0.199141 0.243714
 0.00773863 0.475947 0.756158 0.236224 0.284362
 0.00573084 0.46095 0.897529 0.33263 0.484012
 0.0103162 0.530066 0.936286 0.398527 0.655416
 0.0305911 0.61485 0.821046 0.361663 0.497214
 0.0518132 0.645738 0.747891 0.311836 0.328423
 0.0284084 0.63051 0.846169 0.329754 0.367776
 0.0095249 0.607545 1.0363 0.396755 0.682166
 0.00585282 0.563629 0.98415 0.387854 1.02042
 0.00747297 0.458522 0.64357 0.258781 0.772244
 0.00597013 0.309754 0.382969 0.147551 0.456335
 0.000886754 0.180854 0.299882 0.102757 0.462588
 3.05512e-05 0.09927 0.319458 0.0931206 0.908549
 0.0171381 1.06037 1.21127 0.294672 0.43281
 0.0193567 0.612853 1.0862 0.32093 0.133399
 0.0193814 0.485995 1.07146 0.360889 0.0962047
 0.0191707 0.557819 1.09226 0.375873 0.163148
 0.0212316 0.706447 0.994618 0.316876 0.289848
 0.0218413 0.728597 0.807862 0.233338 0.300786
 0.0150761 0.593036 0.704178 0.199141 0.243714
 0.00773863 0.475947 0.756158 0.236224 0.284362
 0.00573084 0.46095 0.897529 0.33263 0.484012
 0.0103162 0.530066 0.936286 0.398527 0.655416
 0.0305911 0.61485 0.821046 0.361663 0.497214
 0.0518132 0.645738 0.747891 0.311836 0.328423
 0.0284084 0.63051 0.846169 0.329754 0.367776
 0.0095249 0.607545 1.0363 0.396755 0.682166
 0.00585282 0.563629 0.98415 0.387854 1.02042
 0.00747297 0.458522 0.64357 0.258781 0.772244
 0.00597013 0.309754 0.382969 0.147551 0.456335
 0.000886754 0.180854 0.299882 0.102757 0.462588
 3.05512e-05 0.09927 0.319458 0.0931206 0.908549
 0.0171381 1.06037 1.21127 0.294672 0.43281
 0.0193567 0.612853 1.0862 0.32093 0.133399
 0.0193814 0.485995 1.07146 0.360889 0.0962047
 0.0191707 0.557819 1.09226 0.375873 0.163148
 0.0212316 0.706447 0.994618 0.316876 0.289848
 0.0218413 0.728597 0.807862 0.233338 0.300786
 0.0150761 0.593036 0.704178 0.199141 0.243714
 0.00773863 0.475947 0.756158 0.236224 0.284362
 0.00573084 0.46095 0.897529 0.33263 0.484012
 0.0103162 0.530066 0.936286 0.398527 0.655416
 0.0305911 0.61485 0.821046 0.361663 0.497214
 0.0518132 0.645738 0.747891 0.311836 0.328423
 0.0284084 0.63051 0.846169 0.329754 0.367776
 0.0095249 0.607545 1.0363 0.396755 0.682166
 0.00585282 0.563629 0.98415 0.387854 1.02042
 0.00747297 0.458522 0.64357 0.258781 0.772244
 0.00597013 0.309754 0.382969 0.147551 0.456335
 0.000886754 0.180854 0.299882 0.102757 0.462588
 3.05512e-05 0.09927 0.319458 0.0931206 0.908549
 0.0171381 1.06037 1.21127 0.294672 0.43281
 0.0193567 0.612853 1.0862 0.32093 0.133399
 0.0193814 0.485995 1.07146 0.360889 0.0962047
 0.0191707 0.557819 1.09226 0.375873 0.163148
 0.0212316 0.706447 0.994618 0.316876 0.289848
 0.0218413 0.728597 0.807862 0.233338 0.300786
 0.0150761 0.593036 0.704178 0.199141 0.243714
 0.00773863 0.475947 0.756158 0.236224 0.284362
 0.00573084 0.46095 0.897529 0.33263 0.484012
 0.0103162 0.530066 0.936286 0.398527 0.655416
 0.0305911 0.61485 0.821046 0.361663 0.497214
 0.0518132 0.645738 0.747891 0.311836 0.328423
 0.0284084 0.63051 0.846169 0.329754 0.367776
 0.0095249 0.607545 1.0363 0.396755 0.682166
 0.00585282 0.563629 0.98415 0.387854 1.02042
 0.00747297 0.458522 0.64357 0.258781 0.772244
 0.00597013 0.309754 0.382969 0.147551 0.456335
 0.000886754 0.180854 0.299882 0.102757 0.462588
 3.05512e-05 0.09927 0.319458 0.0931206 0.908549
 0.0171381 1.06037 1.21127 0.294672 0.43281
 0.0193567 0.612853 1.0862 0.32093 0.133399
 0.0193814 0.485995 1.07146 0.360889 0.0962047
 0.0191707 0.557819 1.09226 0.375873 0.163148
 0.0212316 0.706447 0.994618 0.316876 0.289848
 0.0218413 0.728597 0.807862 0.233338 0.300786
 0.0150761 0.593036 0.704178 0.199141 0.243714
 0.00773863 0.475947 0.756158 0.236224 0.284362
 0.00573084 0.46095 0.897529 0.33263 0.484012
 0.0103162 0.530066 0.936286 0.398527 0.655416
 0.0305911 0.61485 0.821046 0.361663 0.497214
 0.0518132 0.645738 0.747891 0.311836 0.328423
 0.0284084 0.63051 0.846169 0.329754 0.367776
 0.0095249 0.607545 1.0363 0.396755 0.682166
 0.00585282 0.563629 0.98415 0.387854 1.02042
 0.00747297 0.458522 0.64357 0.258781 0.772244
 0.00597013 0.309754 0.382969 0.147551 0.456335
 0.000886754 0.180854 0.299882 0.102757 0.462588
 3.05512e-05 0.09927 0.319458 0.0931206 0.908549
 0.0171381 1.06037 1.21127 0.294672 0.43281
 0.0193567 0.612853 1.0862 0.32093 0.133399
 0.0193814 0.485995 1.07146 0.360889 0.0962047
 0.0191707 0.557819 1.09226 0.375873 0.163148
 0.0212316 0.706447 0.994618 0.316876 0.289848
 0.0218413 0.728597 0.807862 0.233338 0.300786
 0.0150761 0.593036 0.704178 0.199141 0.243714
 0.00773863 0.475947 0.756158 0.236224 0.284362
 0.00573084 0.46095 0.897529 0.33263 0.484012
 0.0103162 0.530066 0.936286 0.398527 0.655416
 0.0305911 0.61485 0.821046 0.361663 0.497214
 0.0518132 0.645738 0.747891 0.311836 0.328423
 0.0284084 0.63051 0.846169 0.329754 0.367776
 0.0095249 0.607545 1.0363 0.396755 0.682166
 0.00585282 0.563629 0.98415 0.387854 1.02042
 0.00747297 0.458522 0.64357 0.258781 0.772244
 0.00597013 0.309754 0.382969 0.147551 0.456335
 0.000886754 0.180854 0.299882 0.102757 0.462588
 3.05512e-05 0.09927 0.319458 0.0931206 0.908549
 0.0171381 1.06037 1.21127 0.294672 0.43281
 0.0193567 0.612853 1.0862 0.32093 0.133399
 0.0193814 0.485995 1.07146 0.360889 0.0962047
 0.0191707 0.557819 1.09226 0.375873 0.163148
 0.0212316 0.706447 0.994618 0.316876 0.289848
 0.0218413 0.728597 0.807862 0.233338 0.300786
 0.0150761 0.593036 0.704178 0.199141 0.243714
 0.00773863 0.475947 0.756158 0.236224 0.284362
 0.00573084 0.46095 0.897529 0.33263 0.484012
 0.0103162 0.530066 0.936286 0.398527 0.655416
 0.0305911 0.61485 0.821046 0.361663 0.497214
 0.0518132 0.645738 0.747891 0.311836 0.328423
 0.0284084 0.63051 0.846169 0.329754 0.367776
 0.0095249 0.607545 1.0363 0.396755 0.682166
 0.00585282 0.563629 0.98415 0.387854 1.02042
 0.00747297 0.458522 0.64357 0.258781 0.772244
 0.00597013 0.309754 0.382969 0.147551 0.456335
 0.000886754 0.180854 0.299882 0.102757 0.462588
 3.05512e-05 0.09927 0.319458 0.0931206 0.908549
 0.0171381 1.06037 1.21127 0.294672 0.43281
 0.0193567 0.612853 1.0862 0.32093 0.133399
 0.0193814 0.485995 1.07146 0.360889 0.0962047
 0.0191707 0.557819 1.09226 0.375873 0.163148
 0.0212316 0.706447 0.994618 0.316876 0.289848
 0.0218413 0.728597 0.807862 0.233338 0.300786
 0.0150761 0.593036 0.704178 0.199141 0.243714
 0.00773863 0.475947 0.756158 0.236224 0.284362
 0.00573084 0.46095 0.897529 0.33263 0.484012
 0.0103162 0.530066 0.936286 0.398527 0.655416
 0.0305911 0.61485 0.821046 0.361663 0.497214
 0.0518132 0.645738 0.747891 0.311836 0.328423
 0.0284084 0.63051 0.846169 0.329754 0.367776
 0.0095249 0.607545 1.0363 0.396755 0.682166
 0.00585282 0.563629 0.98415 0.387854 1.02042
 0.00747297 0.458522 0.64357 0.258781 0.772244
 0.00597013 0.309754 0.382969 0.147551 0.456335
 0.000886754 0.180854 0.299882 0.102757 0.462588
 3.05512e-05 0.09927 0.319458 0.0931206 0.908549
 0.0171381 1.06037 1.21127 0.294672 0.43281
 0.0193567 0.612853 1.0862 0.32093 0.133399
 0.0193814 0.485995 1.07146 0.360889 0.0962047
 0.0191707 0.557819 1.09226 0.375873 0.163148
 0.0212316 0.706447 0.994618 0.316876 0.289848
 0.0218413 0.728597 0.807862 0.233338 0.300786
 0.0150761 0.593036 0.704178 0.199141 0.243714
 0.00773863 0.475947 0.756158 0.236224 0.284362
 0.00573084 0.46095 0.897529 0.33263 0.484012
 0.0103162 0.530066 0.936286 0.398527 0.655416
 0.0305911 0.61485 0.821046 0.361663 0.497214
 0.0518132 0.645738 0.747891 0.311836 0.328423
 0.0284084 0.63051 0.846169 0.329754 0.367776
 0.0095249 0.607545 1.0363 0.396755 0.682166
 0.00585282 0.563629 0.98415 0.387854 1.02042
 0.00747297 0.458522 0.64357 0.258781 0.772244
 0.00597013 0.309754 0.382969 0.147551 0.456335
 0.000886754 0.180854 0.299882 0.102757 0.462588
 3.05512e-05 0.09927 0.319458 0.0931206 0.908549
 0.0171381 1.06037 1.21127 0.294672 0.43281
 0.0193567 0.612853 1.0862 0.32093 0.133399
 0.0193814 0.485995 1.07146 0.360889 0.0962047
 0.0191707 0.557819 1.09226 0.375873 0.163148
 0.0212316 0.706447 0.994618 0.316876 0.289848
 0.0218413 0.728597 0.807862 0.233338 0.300786
 0.0150761 0.593036 0.704178 0.199141 0.243714
 0.00773863 0.475947 0.756158 0.236224 0.284362
 0.00573084 0.46095 0.897529 0.33263 0.484012
 0.0103162 0.530066 0.936286 0.398527 0.655416
 0.0305911 0.61485 0.821046 0.361663 0.497214
 0.0518132 0.645738 0.747891 0.311836 0.328423
 0.0284084 0.63051 0.846169 0.329754 0.367776
 0.0095249 0.607545 1.0363 0.396755 0.682166
 0.00585282 0.563629 0.98415 0.387854 1.02042
 0.00747297 0.458522 0.64357 0.258781 0.772244
 0.00597013 0.309754 0.382969 0.147551 0.456335
 0.000886754 0.180854 0.299882 0.102757 0.462588
 3.05512e-05 0.09927 0.319458 0.0931206 0.908549
 0.0171381 1.06037 1.21127 0.294672 0.43281
 0.0193567 0.612853 1.0862 0.32093 0.133399
 0.0193814 0.485995 1.07146 0.360889 0.0962047
 0.0191707 0.557819 1.09226 0.375873 0.163148
 0.0212316 0.706447 0.994618 0.316876 0.289848
 0.0218413 0.728597 0.807862 0.233338 0.300786
 0.0150761 0.593036 0.704178 0.199141 0.243714
 0.00773863 0.475947 0.756158 0.236224 0.284362
 0.00573084 0.46095 0.897529 0.33263 0.484012
 0.0103162 0.530066 0.936286 0.398527 0.655416
 0.0305911 0.61485 0.821046 0.361663 0.497214
 0.0518132 0.645738 0.747891 0.311836 0.328423
 0.0284084 0.63051 0.846169 0.329754 0.367776
 0.0095249 0.607545 1.0363 0.396755 0.682166
 0.00585282 0.563629 0.98415 0.387854 1.02042
 0.00747297 0.458522 0.64357 0.258781 0.772244
 0.00597013 0.309754 0.382969 0.147551 0.456335
 0.000886754 0.180854 0.299882 0.102757 0.462588
 3.05512e-05 0.09927 0.319458 0.0931206 0.908549
 0.0171381 1.06037 1.21127 0.294672 0.43281
